CustomerID,ExtPrice_sum,ExtPrice_mean,ExtPrice_std,ExtPrice_count,ExtPrice_median,ExtPrice_min,ExtPrice_max,ExtCost_sum,ExtCost_mean,ExtCost_std,ExtCost_median,SalesQty_sum,SalesQty_mean,SalesQty_std,SalesQty_median,SalesQty_min,SalesQty_max,UnitPrice_mean_x,UnitPrice_std_x,UnitPrice_min_x,UnitPrice_max_x,UnitPrice_median,UnitCost_mean,UnitCost_std,UnitCost_median,OrderNumber_nunique,ProductID_nunique,SalesDate_min,SalesDate_max,SalesDate_count,TotalRevenue,TotalCost,TotalProfit,ProfitMargin,AvgOrderValue,AvgOrderQuantity,PriceVolatility,QuantityVolatility,CustomerLifetimeDays,AvgDaysBetweenOrders,OrderFrequency,ProductDiversity,AvgProductsPerOrder,Recency,Frequency,Monetary,RecencyScore,FrequencyScore,MonetaryScore,RFMScore,CustomerLifetimeValue,CustomerLoyaltyScore,QuoteID_nunique,QuoteVersion_mean,QuoteVersion_max,UnitPrice_mean_y,UnitPrice_std_y,UnitPrice_min_y,UnitPrice_max_y,QuoteQty_sum,QuoteQty_mean,QuoteQty_std,QuoteStatus_<lambda>,ConvertedToOrderNumber_<lambda>,QuoteConversionRate,QuoteWinRate,AvgNegotiationRounds,QuotePriceVolatility,Cluster,Cluster_Numeric
CUST153,23942.21,67.2534,55.4623,356,51.41,9.0,477.68,11577.48,32.521,25.4022,25.99,10875,30.5478,13.7397,25.0,10,100,2.4579,2.5353,0.36,23.884,2.012,1.1961,1.1961,0.9053,80,24,1/5/2022,8/27/2025,356,23942.21,11577.48,12364.73,0.516440629,299.277625,135.9375,1.031490297,0.449777071,1330,16.625,21.93839219,24,0.3,12,80,23942.21,5,5,4,554,23942.21,147336.6769,538,1.2303,2,2.6135,2.4452,0.36,25.7214,21340.5975,30.5302,13.6899,0.5093,462,0.858736059,0.5093,1.2303,0.935603597,Platinum,5
CUST154,29542.37,223.8058,151.8745,132,200.645,22.24,958.82,17005.03,128.826,88.0273,123.84,16467,124.75,918.5629,8.0,1,7500,50.9072,86.3706,1.7936,479.41,27.53,28.1477,44.3838,15.7181,43,37,1/20/2022,8/28/2025,132,29542.37,17005.03,12537.34,0.424385044,687.0318605,382.9534884,1.696628375,7.363229659,1316,30.60465116,11.91723614,37,0.860465116,11,43,29542.37,5,4,4,544,29542.37,105860.1592,192,1.2441,2,51.0596,85.1385,1.7936,546.3541,32800.7212,129.1367,934.4873,0.5197,177,0.921875,0.5197,1.2441,1.667433744,Platinum,5
CUST155,2310286.94,600.2304,1036.1545,3849,294.98,0.19,24168.32,1813381.35,471.1305,805.4163,231.39,53155,13.8101,86.9535,3.0,1,4853,169.7948,257.5107,0.01,4003.765,94.06,133.971,198.7883,68.92,932,450,1/18/2022,9/8/2025,3849,2310286.94,1813381.35,496905.59,0.215083928,2478.848648,57.0332618,1.516599448,6.296370048,1329,1.425965665,255.7744361,450,0.482832618,0,932,2310286.94,5,5,5,555,2310286.94,2153187428.0,5568,1.2269,2,182.1784,289.4104,0.01,5843.1655,93818.5748,13.0267,68.0695,0.5344,4959,0.890625,0.5344,1.2269,1.588609846,Gold,3
CUST156,20964.95,197.7825,140.9183,106,179.625,25.59,797.04,12075.97,113.9242,84.0623,98.97,645,6.0849,10.6137,4.0,1,100,63.8913,35.9231,1.2535,162.385,61.0933,36.3362,21.0948,32.99,27,14,1/6/2022,7/30/2025,106,20964.95,12075.97,8888.98,0.423992425,776.4796296,23.88888889,0.56225339,1.744268599,1301,48.18518519,7.569124424,14,0.518518519,40,27,20964.95,4,4,4,444,20964.95,13806.18659,155,1.2327,2,69.1017,40.3687,1.2535,196.003,1456.6562,7.2112,13.9858,0.5248,139,0.896774194,0.5248,1.2327,0.584192574,Platinum,5
CUST157,37754.02,73.5946,179.2668,513,21.11,0.23,2122.0,18783.11,36.6142,104.5497,7.98,27438,53.4854,68.8007,30.0,1,480,13.1349,60.174,0.0192,752.0,0.6261,9.2331,49.5171,0.2316,134,235,1/7/2022,6/11/2025,513,37754.02,18783.11,18970.91,0.502487152,281.7464179,204.761194,4.581230158,1.286345433,1251,9.335820896,39.06549521,235,1.753731343,89,134,37754.02,4,5,4,454,37754.02,56211.54089,763,1.2182,2,14.052,60.7709,0.0192,752.0,50506.1413,51.7481,65.3317,0.5256,648,0.849279161,0.5256,1.2182,4.324715343,Gold,3
CUST158,290825.2,117.1737,186.1522,2482,53.2,3.12,1922.4,204562.48,82.4184,131.408,35.68,393843,158.6797,347.6426,25.0,1,2700,11.3756,34.4342,0.0555,423.4,1.5508,6.9888,18.082,1.147,817,54,1/4/2022,9/8/2025,2482,290825.2,204562.48,86262.72,0.296613636,355.9671971,482.0599755,3.02702275,2.190844828,1343,1.643818849,221.8787202,54,0.066095471,0,817,290825.2,5,5,5,555,290825.2,237604188.4,3558,1.2202,2,12.3526,39.2023,0.0555,590.5933,709788.9005,155.5531,342.5338,0.5439,3197,0.898538505,0.5439,1.2202,3.173607176,Gold,3
CUST159,2266.62,107.9343,62.7722,21,117.33,6.92,216.43,1314.55,62.5976,37.9954,63.36,1441,68.619,33.2272,50.0,16,105,1.6424,0.9846,0.4325,3.52,1.6273,0.9391,0.5394,0.8299,9,4,1/26/2022,6/21/2023,21,2266.62,1314.55,952.07,0.42003953,251.8466667,160.1111111,0.599488553,0.484227401,511,56.77777778,6.416015625,4,0.444444444,810,9,2266.62,2,3,2,232,2266.62,25.15361282,31,1.225,2,1.8714,1.0634,0.4325,4.4451,2829.8379,70.7459,33.9177,0.525,28,0.903225806,0.525,1.225,0.568237683,Diamond,4
CUST16,25173.63,59.2321,69.7177,425,36.0,6.37,589.83,15082.63,35.4885,72.6054,21.1,7297,17.1694,73.3141,2.0,1,600,36.7642,32.2016,1.0464,294.915,29.15,19.9535,17.3013,14.46,109,52,1/10/2022,8/6/2025,425,25173.63,15082.63,10091.0,0.400855975,230.9507339,66.94495413,0.875895572,4.270044381,1304,11.96330275,30.48659004,52,0.47706422,33,109,25173.63,4,5,4,454,25173.63,80703.69618,633,1.2048,2,39.605,37.0963,1.0464,412.4366,15275.0032,19.1897,81.9731,0.5339,540,0.853080569,0.5339,1.2048,0.936656988,Platinum,5
CUST160,2056.72,54.1242,40.0521,38,40.055,16.93,163.26,1316.6,34.6474,28.2931,25.945,826,21.7368,16.1089,25.0,2,100,7.8715,17.5957,0.6772,99.63,1.8256,4.3279,9.6215,1.1752,10,29,1/5/2022,8/23/2022,38,2056.72,1316.6,740.12,0.359854526,205.672,82.6,2.2353681,0.741088845,230,23.0,15.8008658,29,2.9,1112,10,2056.72,1,3,2,132,2056.72,18.47906559,58,1.275,2,11.9785,25.831,0.6772,138.4557,1679.7518,20.9969,16.2814,0.475,53,0.913793103,0.475,1.275,2.156446967,Diamond,4
CUST161,84.91,28.3033,22.746,3,15.74,14.61,54.56,49.93,16.6433,9.6447,11.49,95,31.6667,16.0728,25.0,20,50,1.2091,1.3223,0.3148,2.728,0.5844,0.6817,0.62,0.4268,2,3,3/23/2022,7/18/2024,3,84.91,49.93,34.98,0.411965611,42.455,47.5,1.093623356,0.507561571,848,424.0,0.8598351,3,1.5,417,2,84.91,2,1,1,211,84.91,0.406267943,5,1.2857,2,2.0136,1.4265,0.3148,3.5211,177.2151,25.3164,11.2988,0.4286,4,0.8,0.4286,1.2857,0.708432658,Platinum,5
CUST162,15867.61,223.4875,213.1518,71,122.95,16.78,756.58,9290.35,130.85,123.2998,87.12,1440,20.2817,19.2556,12.0,1,50,123.3831,116.5539,0.7722,378.29,82.19,71.5855,66.6378,43.56,48,10,1/11/2022,6/3/2025,71,15867.61,9290.35,6577.26,0.414508549,330.5752083,30.0,0.944650442,0.949407594,1239,25.8125,14.12903226,10,0.208333333,97,48,15867.61,3,4,4,344,15867.61,7771.890612,102,1.1774,2,144.514,132.0913,0.7722,544.8398,2430.8844,19.6039,18.4741,0.5726,85,0.833333333,0.5726,1.1774,0.914038086,Platinum,5
CUST163,5655150.87,314.542,933.0945,17979,82.95,0.05,33330.4,3994059.49,222.1514,990.5764,56.6,1073611,59.7147,265.7914,10.0,1,10000,66.9374,377.4706,0.003,19567.19,11.4383,48.7643,272.5476,8.29,2202,2382,1/4/2022,9/5/2025,17979,5655150.87,3994059.49,1661091.38,0.293730692,2568.188406,487.561762,5.639158378,4.451021273,1340,0.608537693,599.3512304,2382,1.081743869,3,2202,5655150.87,5,5,5,555,5655150.87,3113160554.0,26199,1.2184,2,72.9749,438.435,0.003,28223.7641,2019616.943,60.2493,266.3214,0.5364,22987,0.877399901,0.5364,1.2184,6.008024677,Bronze,1
CUST164,49103.28,173.5098,326.1926,283,76.4,2.21,3218.4,23459.55,82.8959,157.8468,35.21,127233,449.5866,722.6532,30.0,1,3800,13.9151,26.7949,0.0246,191.325,2.8115,7.3021,13.6095,1.474,76,66,2/10/2022,9/2/2025,283,49103.28,23459.55,25643.73,0.522240673,646.0957895,1674.118421,1.92559881,1.60737264,1300,17.10526316,21.32205995,66,0.868421053,6,76,49103.28,5,5,4,554,49103.28,533121.3257,419,1.2226,2,14.2819,29.676,0.0246,220.8186,234042.9534,434.217,694.9333,0.525,360,0.859188544,0.525,1.2226,2.077874793,Platinum,5
CUST165,247284.63,49.3681,76.0911,5009,21.65,0.44,1037.67,169261.93,33.7916,47.6804,15.03,63449,12.667,19.2416,6.0,1,190,7.5808,12.0878,0.088,107.19,3.045,5.2454,8.5351,1.769,825,72,1/4/2022,9/8/2025,5009,247284.63,169261.93,78022.7,0.31551779,299.7389455,76.90787879,1.594528282,1.51903371,1343,1.627878788,224.0513393,72,0.087272727,0,825,247284.63,5,5,5,555,247284.63,204009819.8,7269,1.2212,2,8.2022,13.072,0.088,137.9608,115702.0534,12.3971,18.6962,0.5367,6438,0.88567891,0.5367,1.2212,1.593718758,Gold,3
CUST166,47449.91,173.8092,283.667,273,93.82,1.61,2754.16,23125.56,84.709,125.0003,51.0,6760,24.7619,48.5736,6.0,1,400,52.4751,44.0193,0.045,234.785,50.255,26.9227,25.9208,27.84,113,99,1/11/2022,8/11/2025,273,47449.91,23125.56,24324.35,0.512632163,419.910708,59.82300885,0.838860717,1.961626531,1308,11.57522124,31.50878533,99,0.876106195,28,113,47449.91,4,5,4,454,47449.91,184891.0286,406,1.207,2,56.5522,49.0849,0.045,259.2009,13548.5619,26.462,50.6727,0.5332,349,0.859605911,0.5332,1.207,0.867957392,Platinum,5
CUST167,54053.69,247.9527,597.6368,218,168.755,4.16,7542.8,33834.41,155.2037,385.9733,93.155,700273,3212.2615,3289.5931,2000.0,1,12500,6.5225,24.9472,0.014,117.515,0.0566,4.5846,17.1005,0.0379,111,40,7/14/2022,8/21/2025,218,54053.69,33834.41,20219.28,0.374059199,486.9701802,6308.765766,3.824791108,1.024073881,1134,10.21621622,35.69603524,40,0.36036036,18,111,54053.69,4,5,4,454,54053.69,315787.3468,321,1.2209,2,5.485,23.5784,0.014,161.1762,1370027.837,3325.3103,3346.601,0.5291,278,0.866043614,0.5291,1.2209,4.298705561,Platinum,5
CUST168,5266.98,195.0733,110.2277,27,170.04,34.08,354.65,2672.87,98.9952,49.5331,107.07,573,21.2222,65.9501,3.0,1,250,67.3689,18.3928,34.08,88.6625,77.585,34.1384,6.3488,35.69,19,4,2/23/2022,8/19/2025,27,5266.98,2672.87,2594.11,0.49252323,277.2094737,30.15789474,0.273016184,3.107599589,1273,67.0,5.443485086,4,0.210526316,20,19,5266.98,4,3,3,433,5266.98,4765.362857,34,1.1282,2,67.5341,19.2648,34.08,98.3682,844.7272,21.6597,66.3043,0.6923,30,0.882352941,0.6923,1.1282,0.285260335,Platinum,5
CUST169,1912868.6,586.5896,1571.2314,3261,46.74,0.1,24303.12,1172976.33,359.6984,1000.2314,26.62,2271436,696.5458,7875.2273,100.0,1,314400,13.9168,140.5103,0.0029,2892.7,0.3146,9.5295,89.9372,0.1584,2067,771,1/3/2022,9/3/2025,3261,1912868.6,1172976.33,739892.2698,0.386797227,925.4323174,1098.904693,10.09645177,11.30611555,1339,0.647798742,563.0261194,771,0.373004354,5,2067,1912868.6,5,5,5,555,1912868.6,658983232.7,4696,1.2229,2,14.6737,148.8148,0.0029,4208.5369,4016024.109,664.5746,8013.1334,0.5396,4190,0.892248722,0.5396,1.2229,10.14160028,Silver,2
CUST17,389.27,97.3175,60.3101,4,75.24,53.76,185.03,234.04,58.51,18.5642,56.43,14,3.5,2.8868,3.5,1,6,97.3175,60.3101,53.76,185.03,75.24,58.51,18.5642,56.43,3,3,2/7/2022,9/10/2024,4,389.27,234.04,155.23,0.398772061,129.7566667,4.666666667,0.619725127,0.8248,946,315.3333333,1.156282999,3,1.0,363,3,389.27,3,1,1,311,389.27,3.208269231,5,1.1667,2,89.6129,48.5257,53.76,185.03,16.114,2.6857,2.5676,0.6667,5,1.0,0.6667,1.1667,0.541503511,Platinum,5
CUST170,129649.46,210.1288,435.813,617,92.05,1.14,6291.19,77803.43,126.0996,288.8265,54.0,16414,26.6029,72.3231,8.0,1,1000,41.7567,257.9397,0.0727,6291.19,11.2733,25.631,169.1326,6.92,415,196,1/12/2022,8/25/2025,617,129649.46,77803.43,51846.03,0.399893914,312.4083373,39.55180723,6.177205095,2.718617143,1321,3.18313253,114.5801815,196,0.472289157,14,415,129649.46,4,5,5,455,129649.46,3586968.393,921,1.2188,2,40.0212,192.4043,0.0727,6291.19,28414.7329,24.1007,62.3255,0.5233,785,0.852334419,0.5233,1.2188,4.807559493,Gold,3
CUST171,22185.32,228.7146,1303.725,97,15.0,0.08,9156.0,12919.02,133.1858,814.5277,4.71,6187,63.7835,102.7393,25.0,1,600,16.4264,93.4858,0.0004,654.0,0.425,10.0877,58.4036,0.1755,10,53,6/17/2025,9/2/2025,97,22185.32,12919.02,9266.3,0.417677095,2218.532,618.7,5.691192227,1.610750429,77,7.7,46.79487179,53,5.3,6,10,22185.32,5,3,4,534,22185.32,31693.31429,139,1.2011,2,12.364,71.1044,0.0004,654.0,11507.8158,66.1369,109.9055,0.5575,119,0.856115108,0.5575,1.2011,5.750922032,Diamond,4
CUST172,224304.51,208.8496,264.833,1074,93.41,1.1,2400.31,130058.26,121.0971,145.0265,59.24,90106,83.8976,346.1059,6.0,1,7331,57.3847,72.5978,0.0064,535.24,20.57,33.8393,44.7619,12.46,260,100,1/5/2022,7/5/2024,1074,224304.51,130058.26,94246.25,0.420170999,862.7096538,346.5615385,1.26510725,4.125337316,912,3.507692308,103.9430449,100,0.384615385,430,260,224304.51,2,5,5,255,224304.51,135311.3053,1569,1.2064,2,61.7543,77.1365,0.0064,577.4333,162016.9516,81.9509,358.9792,0.5432,1358,0.865519439,0.5432,1.2064,1.249087108,Platinum,5
CUST173,396143.59,940.9586,1170.3365,421,401.4,0.15,7176.66,265084.7,629.6549,804.008,319.38,1022738,2429.3064,6642.1504,240.0,1,70000,102.9016,347.2631,0.0422,3588.33,6.2328,67.6783,239.1685,3.9629,137,48,1/5/2022,3/6/2025,421,396143.59,265084.7,131058.89,0.330836831,2891.559051,7465.240876,3.374710403,2.734175648,1156,8.437956204,43.21953328,48,0.350364964,186,137,396143.59,3,5,5,355,396143.59,290222.844,606,1.2211,2,107.216,347.4581,0.0422,3994.1741,2019472.66,2595.7232,6811.1582,0.5411,536,0.884488449,0.5411,1.2211,3.240729928,Platinum,5
CUST174,1161696.97,148.7829,398.9842,7808,61.75,0.19,12576.9,856252.14,109.6634,334.6718,38.77,1356774,173.7672,697.2306,12.0,1,15200,47.5301,198.524,0.0068,6499.0,5.2,35.8531,161.6589,3.33,1850,1781,1/3/2022,9/8/2025,7808,1161696.97,856252.14,305444.83,0.262929867,627.9443081,733.3913514,4.176805856,4.012440783,1344,0.726486486,502.0446097,1781,0.962702703,0,1850,1161696.97,5,5,5,555,1161696.97,2149139395.0,11263,1.2183,2,52.3704,226.7181,0.0068,7351.3016,2463722.515,170.9968,683.479,0.5419,10027,0.890260144,0.5419,1.2183,4.329126759,Bronze,1
CUST175,82869.28,216.3689,413.2209,383,117.4,17.48,4419.49,54952.61,143.4794,262.3753,71.82,27309,71.3029,292.7962,12.0,1,2381,27.4198,64.4904,0.4157,252.25,5.3267,18.1634,42.9791,3.62,84,39,5/16/2022,5/1/2025,383,82869.28,54952.61,27916.67,0.336875981,986.5390476,325.1071429,2.351964639,4.10637155,1081,12.86904762,28.33641405,39,0.464285714,130,84,82869.28,3,5,5,355,82869.28,53137.55359,538,1.2225,2,28.8376,68.8718,0.4157,340.5069,58790.8623,84.9579,336.7135,0.5535,488,0.907063197,0.5535,1.2225,2.388263933,Platinum,5
CUST176,38166.81,46.0952,116.12,828,12.41,0.28,1535.84,23913.3,28.8808,72.6084,7.28,78657,94.9964,251.0966,50.0,1,5000,2.8245,13.1412,0.0029,320.45,0.2581,1.9468,8.637,0.1502,23,499,1/12/2022,5/1/2023,828,38166.81,23913.3,14253.51,0.373453008,1659.426522,3419.869565,4.652575677,2.643222269,474,20.60869565,17.67368421,499,21.69565217,861,23,38166.81,1,4,4,144,38166.81,1018.371961,1180,1.2139,2,3.0037,11.3233,0.0029,320.45,152391.6482,101.5267,298.3799,0.5516,1053,0.892372881,0.5516,1.2139,3.769783933,Gold,3
CUST177,526870.64,596.0075,735.8561,884,312.1,0.51,4729.42,354704.32,401.2492,496.8205,224.685,176618,199.7941,643.2959,24.0,1,4800,43.1002,43.413,0.255,247.5,25.7467,28.4989,28.1765,18.2675,34,67,5/11/2022,11/15/2024,884,526870.64,354704.32,172166.32,0.32677152,15496.19529,5194.647059,1.007257507,3.219794278,919,27.02941176,13.48913043,67,1.970588235,297,34,526870.64,3,4,5,345,526870.64,60112.75758,1273,1.229,2,46.1028,47.2517,0.255,335.624,321759.198,194.8875,633.3064,0.5354,1148,0.901806756,0.5354,1.229,1.024920395,Platinum,5
CUST178,2767.94,138.397,59.2347,20,126.74,48.65,253.45,1434.18,71.709,30.1636,65.175,36,1.8,0.8944,2.0,1,5,82.8704,31.1107,35.7,128.78,84.1,42.7147,15.5699,45.8325,6,7,5/25/2022,7/30/2025,20,2767.94,1434.18,1333.76,0.481860156,461.3233333,6.0,0.375413899,0.496888889,1162,193.6666667,1.883061049,7,1.166666667,40,6,2767.94,4,2,2,422,2767.94,405.0643902,27,1.129,2,87.4893,30.0985,35.7,141.8682,55.1828,1.7801,0.7558,0.6452,22,0.814814815,0.6452,1.129,0.344024926,Platinum,5
CUST179,5504.87,68.8109,61.245,80,57.01,3.66,288.0,3190.19,39.8774,34.0299,32.215,6252,78.15,259.8345,1.0,1,1000,65.4151,57.8564,1.64,288.0,57.01,38.0809,32.525,31.32,13,19,2/3/2022,9/28/2023,80,5504.87,3190.19,2314.68,0.420478594,423.4515385,480.9230769,0.884450226,3.324817658,602,46.30769231,7.868988391,19,1.461538462,711,13,5504.87,2,3,3,233,5504.87,100.5102669,116,1.2055,2,66.2581,61.7439,1.64,379.1848,10191.6865,69.8061,243.1947,0.5479,99,0.853448276,0.5479,1.2055,0.931869462,Diamond,4
CUST18,2456.21,163.7473,131.0571,15,136.88,24.79,420.78,1784.91,118.994,102.0877,87.6,102,6.8,10.0938,2.0,1,30,58.8129,19.8221,24.79,84.1575,56.075,40.6633,16.3467,43.8,3,6,1/31/2022,5/10/2022,15,2456.21,1784.91,671.3,0.27330725,818.7366667,34.0,0.337036603,1.484382353,99,33.0,10.95,6,2.0,1217,3,2456.21,1,1,2,112,2456.21,6.049778325,24,1.1724,2,63.7628,23.0031,24.79,96.6951,245.9508,8.4811,10.6947,0.5172,19,0.791666667,0.5172,1.1724,0.360760506,Diamond,4
CUST180,3211.03,80.2758,39.607,40,69.81,14.95,187.02,1752.5661,43.8142,23.5794,35.6,1681,42.025,92.0528,1.0,1,400,66.7204,32.9715,2.2543,140.95,65.1925,36.6108,19.9545,35.6,28,12,2/7/2022,7/1/2025,40,3211.03,1752.5661,1458.4639,0.454204383,114.6796429,60.03571429,0.494174196,2.190429506,1240,44.28571429,8.235294118,12,0.428571429,69,28,3211.03,4,4,3,443,3211.03,1284.412,57,1.2597,2,61.5606,39.5701,2.2543,187.4342,2995.2463,38.8993,90.2866,0.5195,50,0.877192982,0.5195,1.2597,0.642782884,Platinum,5
CUST181,2297.93,57.4483,35.281,40,54.43,1.0,151.6,1728.03,43.2008,32.0554,36.95,92,2.3,4.2619,1.0,1,20,52.7094,32.137,1.0,151.6,53.34,39.849,30.3295,32.36,31,13,1/25/2022,8/22/2025,40,2297.93,1728.03,569.9,0.248005814,74.12677419,2.967741935,0.609701495,1.853,1305,42.09677419,8.663859112,13,0.419354839,17,31,2297.93,4,4,2,442,2297.93,3957.546111,61,1.2824,2,61.0828,40.9289,1.0,179.5809,243.4636,2.8643,5.1786,0.4706,56,0.918032787,0.4706,1.2824,0.670056055,Platinum,5
CUST182,672.12,96.0171,43.0742,7,94.57,40.92,169.78,356.29,50.8986,26.1925,43.5,9,1.2857,0.7559,1.0,1,3,79.8476,30.0429,40.92,128.45,86.71,41.3586,15.0447,43.5,6,4,3/23/2022,9/29/2023,7,672.12,356.29,315.83,0.469901208,112.02,1.5,0.376253012,0.587928755,555,92.5,3.938848921,4,0.666666667,710,6,672.12,2,2,1,221,672.12,5.671898734,8,1.2,2,91.6062,31.6403,40.92,133.6722,11.9332,1.1933,0.6351,0.7,9,1.125,0.7,1.2,0.345394744,Diamond,4
CUST183,397625.99,528.758,476.8589,752,339.2,3.37,3528.72,283947.63,377.5899,351.6359,237.6,4406110,5859.1888,10439.0977,1500.0,1,43200,48.4867,90.126,0.0156,523.63,2.4178,32.3125,62.4929,1.23,262,37,1/3/2022,5/4/2023,752,397625.99,283947.63,113678.36,0.28589268,1517.65645,16817.21374,1.858777768,1.781662625,486,1.854961832,196.3655031,37,0.141221374,858,262,397625.99,2,5,5,255,397625.99,121278.2414,1089,1.2171,2,49.3852,94.0664,0.0156,774.8283,8303284.841,5969.2918,10500.3683,0.5406,974,0.894398531,0.5406,1.2171,1.904748791,Diamond,4
CUST184,4833.97,166.6886,108.2321,29,162.93,24.47,409.67,2660.2,91.731,49.8496,95.38,218,7.5172,8.7897,3.0,1,24,61.9919,27.3685,15.72,93.52,76.48,35.0933,15.387,36.692,18,3,1/12/2022,8/19/2025,29,4833.97,2660.2,2173.77,0.449686283,268.5538889,12.11111111,0.441485097,1.169278455,1315,73.05555556,4.992401216,3,0.166666667,20,18,4833.97,4,3,3,433,4833.97,4143.402857,38,1.1556,2,67.0426,28.9621,15.72,111.3178,319.1096,7.0913,7.9819,0.6444,35,0.921052632,0.6444,1.1556,0.431995478,Platinum,5
CUST185,1844.96,131.7829,79.7626,14,121.735,60.52,394.92,833.66,59.5471,26.8801,64.73,24,1.7143,1.326,1.0,1,6,85.9043,30.3064,60.52,134.14,65.82,41.1093,18.1284,32.68,9,3,7/6/2022,4/2/2025,14,1844.96,833.66,1011.3,0.548141965,204.9955556,2.666666667,0.352792584,0.773493554,1001,111.2222222,3.278443114,3,0.333333333,159,9,1844.96,3,3,2,332,1844.96,103.779,25,1.1379,2,98.7102,34.8404,60.52,153.5498,50.9233,1.756,1.4961,0.4828,16,0.64,0.4828,1.1379,0.352956432,Platinum,5
CUST186,10030.18,911.8345,1726.0373,11,95.0,20.96,5616.47,5057.54,459.7764,877.2247,55.97,277,25.1818,24.6366,22.0,1,75,87.3274,105.6911,0.6668,255.2941,49.635,45.409,51.4716,27.985,5,8,1/5/2022,10/25/2022,11,10030.18,5057.54,4972.64,0.495767773,2006.036,55.4,1.210285661,0.978349443,293,58.6,6.207482993,8,1.6,1049,5,10030.18,1,2,3,123,10030.18,47.7627619,12,1.2,2,93.4166,107.5772,0.6668,292.699,316.9432,21.1295,22.8378,0.7333,14,1.166666667,0.7333,1.2,1.151585478,Diamond,4
CUST187,9229.46,167.8084,121.6289,55,122.43,14.41,678.22,5603.33,101.8787,78.5509,66.11,312,5.6727,11.9491,1.0,1,75,77.3025,36.745,0.5764,141.67,60.67,43.8997,17.9222,35.71,41,8,1/12/2022,2/4/2025,55,9229.46,5603.33,3626.13,0.392886474,225.1087805,7.609756098,0.475340384,2.106421986,1119,27.29268293,13.36160714,8,0.195121951,216,41,9229.46,3,4,3,343,9229.46,1743.815023,77,1.2143,2,86.1685,39.8891,0.5764,180.489,557.081,5.6845,10.971,0.5612,68,0.883116883,0.5612,1.2143,0.462919744,Platinum,5
CUST188,2814.89,134.0424,71.4363,21,119.07,30.62,282.38,1474.4,70.2095,36.0302,60.04,56,2.6667,1.1547,3.0,1,4,51.0689,17.1973,30.6167,86.84,50.995,26.9004,8.7025,27.5375,16,5,4/7/2022,4/15/2025,21,2814.89,1474.4,1340.49,0.476213991,175.930625,3.5,0.336747022,0.433007087,1104,69.0,5.285067873,5,0.3125,146,16,2814.89,3,3,2,332,2814.89,306.382585,34,1.2444,2,56.3718,19.1379,30.6167,98.6381,121.4933,2.6999,1.0854,0.4667,26,0.764705882,0.4667,1.2444,0.339494215,Platinum,5
CUST189,1090.11,83.8546,54.7165,13,69.33,19.08,197.83,592.17,45.5515,28.1963,41.28,388,29.8462,74.4769,1.0,1,250,72.6735,47.2398,19.08,197.83,66.795,38.9546,21.7624,41.28,8,7,1/12/2022,11/1/2023,13,1090.11,592.17,497.94,0.456779591,136.26375,48.5,0.650027864,2.495356193,658,82.25,4.430955994,7,0.875,677,8,1090.11,2,2,2,222,1090.11,12.86265487,19,1.24,2,84.1187,37.9667,19.08,197.83,651.9877,26.0795,71.7804,0.52,19,1.0,0.52,1.24,0.451346728,Diamond,4
CUST19,21205.17,105.4984,72.3855,201,93.05,3.22,271.88,11504.53,57.2365,36.9798,55.62,590,2.9353,3.7484,2.0,1,24,67.8806,40.5464,1.6042,251.43,66.6333,37.1571,22.2614,38.59,56,20,1/18/2022,9/4/2025,201,21205.17,11504.53,9700.64,0.457465797,378.66375,10.53571429,0.597319411,1.277007461,1325,23.66071429,15.4147813,20,0.357142857,4,56,21205.17,5,4,4,544,21205.17,237497.904,288,1.1887,2,73.7666,44.8799,1.6042,346.9848,1069.4144,3.0124,3.7342,0.5662,244,0.847222222,0.5662,1.1887,0.608404074,Platinum,5
CUST190,2555.7,255.57,311.394,10,177.02,16.11,1094.98,1404.26,140.426,175.189,100.045,64,6.4,6.9634,4.0,1,24,78.1691,39.2757,1.611,136.8725,75.1963,43.8358,26.1327,34.59,2,7,3/21/2023,10/19/2023,10,2555.7,1404.26,1151.44,0.450538013,1277.85,32.0,0.50244534,1.08803125,212,106.0,3.427230047,7,3.5,690,2,2555.7,2,1,2,212,2555.7,7.397105644,15,1.2105,2,78.833,42.4088,1.611,183.8808,148.9428,7.8391,6.6936,0.5263,12,0.8,0.5263,1.2105,0.537957454,Diamond,4
CUST191,1783.33,71.3332,33.0139,25,70.28,12.83,125.0,1035.39,41.4156,22.8714,35.84,71,2.84,3.6019,1.0,1,12,52.3226,38.6598,5.8567,125.0,36.18,30.4564,24.3085,18.455,16,7,3/14/2022,7/24/2025,25,1783.33,1035.39,747.94,0.419406391,111.458125,4.4375,0.738873833,1.268274648,1228,76.75,4.751830757,7,0.4375,46,16,1783.33,4,3,2,432,1783.33,607.0910638,39,1.22,2,54.0703,41.6179,5.8567,160.9778,160.5037,3.2101,3.7047,0.5,32,0.820512821,0.5,1.22,0.769699817,Platinum,5
