CustomerID,ExtPrice_sum,ExtPrice_mean,ExtPrice_std,ExtPrice_count,ExtPrice_median,ExtPrice_min,ExtPrice_max,ExtCost_sum,ExtCost_mean,ExtCost_std,ExtCost_median,SalesQty_sum,SalesQty_mean,SalesQty_std,SalesQty_median,SalesQty_min,SalesQty_max,UnitPrice_mean_x,UnitPrice_std_x,UnitPrice_min_x,UnitPrice_max_x,UnitPrice_median,UnitCost_mean,UnitCost_std,UnitCost_median,OrderNumber_nunique,ProductID_nunique,SalesDate_min,SalesDate_max,SalesDate_count,TotalRevenue,TotalCost,TotalProfit,ProfitMargin,AvgOrderValue,AvgOrderQuantity,PriceVolatility,QuantityVolatility,CustomerLifetimeDays,AvgDaysBetweenOrders,OrderFrequency,ProductDiversity,AvgProductsPerOrder,Recency,Frequency,Monetary,RecencyScore,FrequencyScore,MonetaryScore,RFMScore,CustomerLifetimeValue,CustomerLoyaltyScore,QuoteID_nunique,QuoteVersion_mean,QuoteVersion_max,UnitPrice_mean_y,UnitPrice_std_y,UnitPrice_min_y,UnitPrice_max_y,QuoteQty_sum,QuoteQty_mean,QuoteQty_std,QuoteStatus_<lambda>,ConvertedToOrderNumber_<lambda>,QuoteConversionRate,QuoteWinRate,AvgNegotiationRounds,QuotePriceVolatility,Cluster,Cluster_Numeric
CUST498,16772.28,1677.228,1731.2774,10,1062.44,164.3,5700.0,9786.38,978.638,841.9967,732.585,238000,23800.0,18486.0308,18000.0,4000,50000,39.8937,76.3167,0.0457,234.17,0.0807,26.497,42.6768,0.0409,7,1,4/19/2022,12/4/2024,10,16772.28,9786.38,6985.9,0.41651463,2396.04,34000.0,1.913001301,0.776723983,960,137.1428571,2.658688866,1,0.142857143,278,7,16772.28,3,2,4,324,16772.28,420.8098925,15,1.2105,2,53.1205,92.8476,0.0457,257.3408,380777.7532,20040.9344,16743.6476,0.5263,11,0.733333333,0.5263,1.2105,1.747867584,Platinum,5
CUST499,2158.6,719.5333,638.7929,3,697.2,92.2,1369.2,1035.57,345.19,251.9629,488.4,26000,8666.6667,5773.5027,12000.0,2000,12000,0.0728,0.0363,0.0461,0.1141,0.0581,0.0363,0.0079,0.0407,3,1,5/16/2022,8/2/2023,3,2158.6,1035.57,1123.03,0.520258501,719.5333333,8666.666667,0.498626374,0.666173386,443,147.6666667,2.466216216,1,0.333333333,768,3,2158.6,2,2,2,222,2158.6,8.42106632,4,1.3333,2,0.0806,0.0349,0.0461,0.1336,62984.9941,10497.499,4181.5107,0.5,5,1.25,0.5,1.3333,0.433002481,Diamond,4
CUST5,9726170.24,107.0598,230.3098,90848,34.01,0.13,21695.04,6851156.79,75.4134,165.5205,21.5,134043528,1475.4703,6081.52,11.0,1,640000,3.9077,6.0222,0.0039,98.82,2.23,2.9593,5.0518,1.3933,17036,492,1/3/2022,9/8/2025,90848,9726170.24,6851156.79,2875013.45,0.295595633,570.918657,7868.251233,1.54111114,4.121750197,1344,0.078891759,4623.152416,492,0.028880019,0,17036,9726170.24,5,5,5,555,9726170.24,165695000000.0,131689,1.2172,2,4.201,6.5296,0.0039,128.6971,246780076.1,1466.9992,6037.3893,0.5401,115986,0.880756935,0.5401,1.2172,1.554296596,Rock,0
CUST50,515443.97,99.2575,157.0706,5193,47.94,0.85,3380.4,354997.1,68.3607,112.1736,31.16,326385,62.851,1197.2627,12.0,1,54000,20.5281,27.1788,0.0247,935.4,4.8533,14.3534,19.325,3.495,1019,182,1/4/2022,8/18/2025,5193,515443.97,354997.1,160446.87,0.311278974,505.8331403,320.2993131,1.3239803,19.04922276,1322,1.297350343,281.1300076,182,0.178606477,21,1019,515443.97,4,5,5,455,515443.97,23874427.52,7504,1.2123,2,21.6908,29.5471,0.0247,1117.2252,564397.2129,59.2481,1083.4715,0.5451,6614,0.881396588,0.5451,1.2123,1.362195032,Gold,3
CUST500,56579.99,4041.4279,6103.0083,14,1891.815,228.2,23419.66,16071.78,1147.9843,1354.6164,651.17,404000,28857.1429,34173.4426,16000.0,2000,100000,135.7244,170.7415,0.0621,472.9075,62.2058,40.0902,42.0754,29.8678,14,1,7/22/2022,7/18/2025,14,56579.99,16071.78,40508.21,0.715945867,4041.427857,28857.14286,1.258001509,1.184228207,1092,78.0,4.675205855,1,0.071428571,52,14,56579.99,4,3,5,435,56579.99,14945.65774,20,1.2,2,165.1159,203.2476,0.0621,659.3611,644516.2973,25780.6519,30527.2047,0.56,18,0.9,0.56,1.2,1.230938995,Platinum,5
CUST501,624000.36,63.3567,164.1795,9849,23.76,0.05,9810.0,308138.06,31.2862,123.3683,11.4,2140916,217.3739,321.192,100.0,1,5654,0.6682,4.8325,0.006,197.36,0.24,0.3727,3.4343,0.0987,1307,429,1/3/2022,9/8/2025,9849,624000.36,308138.06,315862.3,0.506189291,477.4295027,1638.038256,7.232116133,1.477601497,1344,1.028309105,354.6877323,429,0.328232594,0,1307,624000.36,5,5,5,555,624000.36,815568470.5,14354,1.2161,2,0.7462,5.1839,0.006,214.4131,3986767.941,217.7372,322.8541,0.5379,12576,0.876132089,0.5379,1.2161,6.94706513,Silver,2
CUST502,286.08,31.7867,39.6974,9,18.92,2.63,130.86,135.41,15.0456,19.5614,7.74,165,18.3333,14.2478,16.0,1,42,6.0818,13.616,0.1644,42.14,0.795,2.8734,6.4226,0.4019,3,8,6/24/2022,8/3/2023,9,286.08,135.41,150.67,0.526670861,95.36,55.0,2.238810878,0.77715414,405,135.0,2.697044335,8,2.666666667,767,3,286.08,2,2,1,221,286.08,1.1175,14,1.2222,2,4.0374,9.6569,0.1644,42.14,348.415,19.3564,14.2851,0.5,13,0.928571429,0.5,1.2222,2.391861099,Diamond,4
CUST503,1895.27,54.1506,93.651,35,25.82,1.5,493.75,1053.32,30.0949,58.4635,12.39,668,19.0857,25.9619,8.0,1,100,32.9385,95.2549,0.1208,493.75,3.2275,20.4193,59.3167,1.43,24,29,3/16/2022,1/22/2025,35,1895.27,1053.32,841.95,0.444237497,78.96958333,27.83333333,2.891901574,1.36028021,1043,43.45833333,8.390804598,29,1.208333333,229,24,1895.27,3,4,2,342,1895.27,197.7673043,49,1.2222,2,43.4864,111.9551,0.1208,567.7187,1312.6057,20.835,26.4569,0.5556,44,0.897959184,0.5556,1.2222,2.574485356,Platinum,5
CUST504,52501.06,135.6617,181.51,387,73.2,0.36,1393.0,32788.68,84.7253,125.2454,37.96,18304,47.2972,82.7046,24.0,1,1000,36.6184,82.6475,0.0204,499.0,4.16,27.3707,66.6227,2.3907,179,256,1/13/2022,9/4/2025,387,52501.06,32788.68,19712.38,0.375466324,293.3020112,102.2569832,2.256993752,1.74861514,1330,7.430167598,49.08715252,256,1.430167598,4,179,52501.06,5,5,4,554,52501.06,1879537.948,562,1.2238,2,37.1134,82.6107,0.0204,499.0,34595.4625,47.7838,78.506,0.5345,502,0.893238434,0.5345,1.2238,2.22589954,Gold,3
CUST505,957.98,73.6908,104.5818,13,12.77,3.28,326.4,377.89,29.0685,39.8564,5.87,439,33.7692,30.7521,25.0,10,130,2.2225,2.9992,0.1353,10.2,0.8294,0.8871,1.1262,0.3812,5,12,9/20/2022,3/26/2024,13,957.98,377.89,580.09,0.605534562,191.596,87.8,1.349471316,0.910655272,553,110.6,3.294223827,12,2.4,531,5,957.98,2,2,2,222,957.98,9.003571429,18,1.1818,2,2.2915,2.7274,0.1353,10.2,648.1249,29.4602,24.9714,0.5909,17,0.944444444,0.5909,1.1818,1.190224744,Diamond,4
CUST506,15228.97,120.8648,220.9571,126,26.625,0.33,1192.75,7832.6,62.1635,114.9145,12.115,5172,41.0476,63.8224,18.0,1,480,20.841,68.597,0.033,483.54,2.1889,13.3394,50.5955,0.7125,35,86,1/21/2022,6/10/2025,126,15228.97,7832.6,7396.37,0.485677626,435.1134286,147.7714286,3.291444748,1.554838773,1236,35.31428571,10.32740501,86,2.457142857,90,35,15228.97,4,4,4,444,15228.97,5857.296154,183,1.2078,2,25.8032,83.2452,0.033,543.3517,10356.9032,44.8351,77.3961,0.5455,163,0.890710383,0.5455,1.2078,3.226157996,Platinum,5
CUST507,16904.41,135.2353,158.9542,125,70.77,0.75,845.0,12567.52,100.5402,131.7163,46.15,1060,8.48,17.1585,1.0,1,100,96.145,114.3427,0.0222,651.62,49.0,70.3045,84.7296,26.78,52,95,1/14/2022,7/21/2025,125,16904.41,12567.52,4336.89,0.256553763,325.0848077,20.38461538,1.189273493,2.023408019,1284,24.69230769,14.77042802,95,1.826923077,49,52,16904.41,4,4,4,444,16904.41,17580.5864,179,1.208,2,95.5992,115.6635,0.0222,651.62,1837.0334,8.1285,16.9243,0.5531,160,0.893854749,0.5531,1.208,1.209879371,Platinum,5
CUST508,621.25,56.4773,65.7772,11,14.61,1.29,143.36,182.67,16.6064,27.316,3.46,122,11.0909,5.0091,12.0,4,16,5.1773,5.6796,0.3225,14.336,2.4325,1.6438,2.6919,0.55,3,7,3/2/2023,5/8/2024,11,621.25,182.67,438.58,0.705963783,207.0833333,40.66666667,1.097019682,0.451640534,433,144.3333333,2.523041475,7,2.333333333,488,3,621.25,2,2,1,221,621.25,3.811349693,13,1.3158,2,5.7042,6.4445,0.3225,16.5358,228.3683,12.0194,5.0235,0.5789,15,1.153846154,0.5789,1.3158,1.129781564,Diamond,4
CUST509,87181.56,473.8128,738.3358,184,131.63,2.39,3904.76,44779.8,243.3685,420.1011,59.555,74322,403.9239,505.3867,177.5,1,2400,3.1757,11.5639,0.0239,114.67,0.9033,1.7097,6.1368,0.4016,70,81,1/6/2022,8/5/2025,184,87181.56,44779.8,42401.76,0.486361565,1245.450857,1061.742857,3.641370407,1.251192861,1307,18.67142857,19.53363914,81,1.157142857,34,70,87181.56,4,4,5,445,87181.56,174363.12,256,1.2171,2,3.1467,11.9633,0.0239,145.6096,128696.9476,393.5686,474.9927,0.5627,237,0.92578125,0.5627,1.2171,3.801855913,Platinum,5
CUST51,3439.96,118.6193,76.8593,29,109.27,8.18,298.64,2262.03,78.001,45.6543,74.3,9314,321.1724,415.9036,120.0,2,1200,25.0316,27.9427,0.13,149.32,12.63,16.0573,16.2827,7.9,5,17,1/17/2022,4/12/2023,29,3439.96,2262.03,1177.93,0.342425493,687.992,1862.8,1.116297001,1.294954361,450,90.0,4.046563193,17,3.4,880,5,3439.96,1,2,3,123,3439.96,19.523042,45,1.1964,2,32.161,42.4676,0.13,164.3508,16475.6677,294.2084,393.2124,0.5179,36,0.8,0.5179,1.1964,1.320468891,Diamond,4
CUST510,1430.82,89.4262,116.5118,16,55.05,13.4,489.23,710.13,44.3831,72.5847,17.13,7728,483.0,574.0044,225.0,12,2000,2.0594,4.55,0.039,13.59,0.2586,1.212,2.7672,0.1417,3,12,5/25/2022,8/10/2022,16,1430.82,710.13,720.69,0.503690192,476.94,2576.0,2.209381373,1.188414907,77,25.66666667,14.03846154,12,4.0,1125,3,1430.82,1,2,2,122,1430.82,3.812131439,20,1.2593,2,1.8739,4.4159,0.039,14.8996,14424.4265,534.238,575.1445,0.5926,22,1.1,0.5926,1.2593,2.356529164,Diamond,4
CUST511,632.87,19.7772,28.5683,32,9.585,0.88,150.0,324.94,10.1544,21.3178,4.51,1056,33.0,30.4398,25.0,1,100,7.2501,27.9713,0.0176,150.0,0.4218,5.1555,21.8351,0.176,10,31,1/10/2022,10/16/2024,32,632.87,324.94,307.93,0.486561221,63.287,105.6,3.85805713,0.922418182,1010,101.0,3.610286845,31,3.1,327,10,632.87,3,3,1,331,632.87,19.29481707,48,1.2258,2,5.4054,22.239,0.0176,150.0,2073.7,33.4468,30.9459,0.5161,41,0.854166667,0.5161,1.2258,4.114219114,Platinum,5
CUST512,13000.52,295.4664,261.6375,44,211.35,20.09,918.99,6133.48,139.3973,120.274,100.15,7233,164.3864,274.4635,19.5,1,1500,75.3639,83.8235,0.045,205.57,15.0236,38.2825,40.6764,9.8692,31,17,1/7/2022,5/5/2025,44,13000.52,6133.48,6867.04,0.528212718,419.3716129,233.3225806,1.11225003,1.669624129,1214,39.16129032,9.312757202,17,0.548387097,126,31,13000.52,3,4,4,344,13000.52,3173.355276,62,1.1622,2,92.9783,93.349,0.045,244.0075,12225.0011,165.2027,262.2805,0.5946,51,0.822580645,0.5946,1.1622,1.003986952,Platinum,5
CUST513,35266.81,62.3089,152.8593,566,22.95,0.05,2187.5,23908.94,42.2419,125.0238,12.6,35416,62.5724,177.0962,2.0,1,2350,30.5971,70.0148,0.025,519.0,5.49,21.8988,54.6067,2.69,209,325,2/23/2022,9/5/2025,566,35266.81,23908.94,11357.87,0.322055496,168.7407177,169.4545455,2.288282223,2.830260626,1290,6.172248804,59.08985283,325,1.555023923,3,209,35266.81,5,5,4,554,35266.81,1842690.822,849,1.231,2,34.7418,80.4708,0.025,595.4599,60755.9918,55.0326,146.1696,0.5127,737,0.868080094,0.5127,1.231,2.316253044,Gold,3
CUST514,19813.53,233.1004,276.1015,85,98.89,4.48,901.63,11173.02,131.4473,163.0143,53.4,5317,62.5529,210.0113,12.0,2,1000,41.4798,39.679,0.0569,123.0386,11.6733,22.1609,20.9051,5.8633,41,7,1/17/2022,7/23/2025,85,19813.53,11173.02,8640.51,0.436091398,483.2568293,129.6829268,0.956586097,3.357339148,1283,31.29268293,11.65498442,7,0.170731707,47,41,19813.53,4,4,4,444,19813.53,16924.05688,122,1.2026,2,47.1241,43.7385,0.0569,140.2824,9654.9524,63.1043,210.0203,0.5556,108,0.885245902,0.5556,1.2026,0.928155657,Platinum,5
CUST515,308667.13,461.3858,1619.0778,669,78.65,8.33,10801.56,247416.31,369.8301,1358.3801,56.57,37990,56.7862,190.108,10.0,1,2000,45.4565,266.2504,0.988,4338.67,13.1067,32.985,193.8091,7.32,166,51,1/7/2022,8/27/2025,669,308667.13,247416.31,61250.82,0.198436484,1859.440542,228.8554217,5.857256938,3.347785201,1328,8.0,45.59066968,51,0.307228916,12,166,308667.13,5,5,5,555,308667.13,3941441.814,984,1.2159,2,42.2547,227.9406,0.988,4338.67,63888.689,50.9073,171.119,0.5331,863,0.87703252,0.5331,1.2159,5.394443695,Platinum,5
CUST516,2192.95,243.6611,64.1374,9,198.29,162.88,332.2,1273.85,141.5389,13.265,140.58,26,2.8889,0.3333,3.0,2,3,84.2367,18.8734,66.0967,110.7333,81.44,49.2526,3.494,50.17,9,1,4/13/2022,7/28/2025,9,2192.95,1273.85,919.1,0.419115803,243.6611111,2.888888889,0.224051987,0.115372633,1202,133.5555556,2.730673317,1,0.111111111,42,9,2192.95,4,3,2,432,2192.95,458.9895349,12,1.1429,2,83.5714,17.4526,66.0967,110.7333,39.9339,2.8524,0.4049,0.6429,11,0.916666667,0.6429,1.1429,0.208834601,Platinum,5
CUST517,1444.66,206.38,11.4419,7,203.56,195.41,221.47,689.02,98.4314,4.8571,100.0,14,2.0,0.0,2.0,2,2,103.19,5.7209,97.705,110.735,101.78,49.2157,2.4285,50.0,7,1,3/7/2022,7/11/2025,7,1444.66,689.02,755.64,0.523057328,206.38,2.0,0.05544045,0.0,1222,174.5714286,2.089125102,1,0.142857143,59,7,1444.66,4,2,2,422,1444.66,168.5436667,10,1.375,2,112.8808,12.3776,97.705,141.0833,32.3319,2.0207,0.1024,0.4375,11,1.1,0.4375,1.375,0.109651951,Platinum,5
CUST518,73.78,73.78,0.0,1,73.78,73.78,73.78,55.97,55.97,0.0,55.97,1,1.0,0.0,1.0,1,1,73.78,0.0,73.78,73.78,73.78,55.97,0.0,55.97,1,1,4/7/2022,4/7/2022,1,73.78,55.97,17.81,0.241393332,73.78,1.0,0.0,0.0,0,0.0,365.0,1,1.0,1250,1,73.78,1,1,1,111,73.78,0.058976819,1,1.0,1,73.78,0.0,73.78,73.78,1.0,1.0,0.0,1.0,1,1.0,1.0,1.0,0.0,Diamond,4
CUST519,520.18,520.18,0.0,1,520.18,520.18,520.18,198.76,198.76,0.0,198.76,4,4.0,0.0,4.0,4,4,130.045,0.0,130.045,130.045,130.045,49.69,0.0,49.69,1,1,5/26/2023,5/26/2023,1,520.18,198.76,321.42,0.617901496,520.18,4.0,0.0,0.0,0,0.0,365.0,1,1.0,836,1,520.18,2,1,1,211,520.18,0.621481481,2,1.0,1,138.202,11.5357,130.045,146.3589,8.5041,4.252,0.3564,0.5,1,0.5,0.5,1.0,0.083469848,Diamond,4
CUST52,400.85,100.2125,27.0104,4,102.88,64.68,130.41,234.82,58.705,17.8615,66.87,374,93.5,29.0,108.0,50,108,1.1016,0.1756,0.9526,1.2936,1.08,0.6294,0.0118,0.6292,3,2,3/11/2022,3/24/2025,4,400.85,234.82,166.03,0.414194836,133.6166667,124.6666667,0.159404503,0.310160428,1109,369.6666667,0.986486486,2,0.666666667,168,3,400.85,3,2,1,321,400.85,7.115680473,6,1.1429,2,1.2443,0.3177,0.9526,1.8628,633.3884,90.4841,27.8067,0.5714,5,0.833333333,0.5714,1.1429,0.255324279,Platinum,5
CUST520,818.67,90.9633,41.8008,9,76.81,65.28,173.52,513.65,57.0722,24.3581,48.01,132,14.6667,5.2915,12.0,12,24,6.0658,0.6491,5.44,7.23,6.4,3.8338,0.3328,4.0008,9,1,4/27/2022,4/8/2025,9,818.67,513.65,305.02,0.372579916,90.96333333,14.66666667,0.107009793,0.360783271,1077,119.6666667,3.047309833,1,0.111111111,153,9,818.67,3,3,2,332,818.67,47.84435065,12,1.1429,2,6.4687,1.0536,5.44,9.2332,191.7719,13.698,4.3648,0.6429,10,0.833333333,0.6429,1.1429,0.162876621,Platinum,5
CUST521,1148.65,114.865,91.7755,10,89.78,11.34,249.0,853.64,85.364,77.9302,48.56,79,7.9,11.1101,1.0,1,24,98.9068,102.6894,0.4725,249.0,55.045,76.3518,84.8732,31.925,5,10,5/26/2022,2/15/2024,10,1148.65,853.64,295.01,0.256831933,229.73,15.8,1.038244084,1.406341772,630,126.0,2.892234548,10,2.0,571,5,1148.65,2,2,2,222,1148.65,10.04064685,15,1.2857,2,88.3773,102.3225,0.4725,344.2388,135.1671,6.4365,10.0609,0.4762,14,0.933333333,0.4762,1.2857,1.15779165,Diamond,4
CUST522,13.86,6.93,0.0,2,6.93,6.93,6.93,12.48,6.24,0.0,6.24,48,24.0,0.0,24.0,24,24,0.2888,0.0,0.2888,0.2888,0.2888,0.26,0.0,0.26,1,2,12/27/2022,12/27/2022,2,13.86,12.48,1.38,0.0995671,13.86,48.0,0.0,0.0,0,0.0,365.0,2,2.0,986,1,13.86,1,1,1,111,13.86,0.014042553,2,1.5,2,0.3144,0.031,0.2888,0.351,96.0,24.0,0.0,0.5,4,2.0,0.5,1.5,0.098600509,Diamond,4
CUST523,13326.89,888.4593,212.9185,15,900.8,272.13,1092.37,5615.86,374.3907,86.0298,421.5,420021,28001.4,30982.5112,3.0,1,60000,213.868,120.3364,79.333,364.1233,272.13,87.7593,45.628,103.9,14,2,4/26/2022,8/18/2025,15,13326.89,5615.86,7711.03,0.578606862,951.9207143,30001.5,0.562666692,1.106462934,1210,86.42857143,4.219653179,2,0.142857143,21,14,13326.89,4,3,4,434,13326.89,8480.748182,18,1.1429,2,266.2893,134.9386,79.333,471.4777,420040.5396,20001.9305,28981.3547,0.7143,17,0.944444444,0.7143,1.1429,0.506736846,Platinum,5
CUST524,187.08,46.77,64.7189,4,18.48,6.93,143.19,169.5,42.375,58.1399,17.19,27,6.75,11.5,1.0,1,24,46.77,64.7189,6.93,143.19,18.48,42.375,58.1399,17.19,3,4,1/8/2025,4/4/2025,4,187.08,169.5,17.58,0.093970494,62.36,9.0,1.38376951,1.703703704,86,28.66666667,12.5862069,4,1.333333333,157,3,187.08,3,2,1,321,187.08,3.552151899,4,1.0,1,46.77,64.7189,6.93,143.19,27.0,6.75,11.5,1.0,4,1.0,1.0,1.0,1.38376951,Diamond,4
CUST525,13303.34,146.1905,171.5389,91,75.55,1.3,674.76,7004.3,76.9703,94.6689,38.36,4201,46.1648,64.0684,16.0,1,288,20.2524,41.777,0.0702,249.5,2.8347,11.5318,24.0452,1.3312,44,70,1/5/2022,12/4/2024,91,13303.34,7004.3,6299.04,0.473493123,302.3486364,95.47727273,2.062817246,1.387819291,1064,24.18181818,15.07981221,70,1.590909091,278,44,13303.34,3,4,4,344,13303.34,2098.017778,131,1.2294,2,22.448,48.2766,0.0702,274.3627,8055.0494,47.3826,65.5769,0.5353,121,0.923664122,0.5353,1.2294,2.150596935,Platinum,5
CUST526,208832.35,276.5991,308.9625,755,141.75,1.18,1752.75,150538.99,199.3894,221.6333,87.84,173717,230.0887,897.8447,24.0,1,5760,50.6737,47.0567,0.2212,196.145,37.4567,36.0496,34.809,26.29,145,22,1/4/2022,9/4/2025,755,208832.35,150538.99,58293.36,0.279139511,1440.223103,1198.048276,0.928621751,3.902167729,1339,9.234482759,39.49626866,22,0.151724138,4,145,208832.35,5,5,5,555,208832.35,6056138.15,1097,1.2286,2,53.8269,50.0133,0.2212,255.0406,358089.32,251.8209,941.5401,0.5309,973,0.886964448,0.5309,1.2286,0.929150666,Platinum,5
CUST527,21560.52,347.7503,562.8746,62,99.225,0.73,2364.36,11661.96,188.0961,317.5497,45.305,10863,175.2097,435.5279,16.0,1,2000,20.8362,35.4051,0.0146,116.2647,3.1381,11.1525,18.6603,1.3384,35,36,1/26/2022,6/11/2025,62,21560.52,11661.96,9898.56,0.45910581,616.0148571,310.3714286,1.699210989,2.485752216,1232,35.2,10.36090835,36,1.028571429,89,35,21560.52,4,4,4,444,21560.52,8384.646667,98,1.216,2,19.5731,35.2837,0.0146,133.1002,29765.8804,238.127,506.3439,0.496,78,0.795918367,0.496,1.216,1.802662838,Platinum,5
CUST528,739.73,147.946,16.0867,5,153.78,130.98,165.91,324.1,64.82,3.9984,61.9,40,8.0,0.0,8.0,8,8,73.973,8.0434,65.49,82.955,76.89,32.41,1.9992,30.95,5,1,2/3/2022,5/22/2024,5,739.73,324.1,415.63,0.561867168,147.946,8.0,0.108734268,0.0,839,167.8,2.172619048,1,0.2,474,5,739.73,2,2,1,221,739.73,7.786631579,6,1.25,2,76.2886,9.2189,65.49,93.3988,65.3038,8.163,0.461,0.625,7,1.166666667,0.625,1.25,0.120842433,Diamond,4
CUST529,1505.2,167.2444,56.7054,9,162.0,55.2,226.8,606.78,67.42,18.4821,77.7,53000,5888.8889,333.3333,6000.0,5000,6000,0.0284,0.0092,0.0092,0.0378,0.027,0.0114,0.003,0.013,9,2,2/23/2022,6/27/2025,9,1505.2,606.78,898.42,0.596877491,167.2444444,5888.888889,0.323943662,0.056603768,1220,135.5555556,2.69041769,2,0.222222222,73,9,1505.2,4,3,2,432,1505.2,183.0648649,14,1.125,2,0.0294,0.0077,0.0092,0.0428,92493.8574,5780.8661,558.3496,0.5625,9,0.642857143,0.5625,1.125,0.261904762,Platinum,5
CUST53,1953793.59,164.9467,509.8704,11845,35.5,0.02,13543.2,1164171.455,98.2838,323.7604,19.68,3792322,320.1623,640.0577,16.0,1,12200,22.182,109.2101,0.0081,4247.71,2.95,15.0558,76.4314,1.6,2005,508,1/3/2022,9/8/2025,11845,1953793.59,1164171.455,789622.135,0.404148186,974.4606434,1891.432419,4.923365792,1.99916636,1344,0.67032419,544.1078067,508,0.253366584,0,2005,1953793.59,5,5,5,555,1953793.59,3917356148.0,17042,1.2178,2,23.8474,118.7959,0.0081,5404.9472,6887381.084,316.1234,631.2955,0.5437,15155,0.889273559,0.5437,1.2178,4.981503225,Silver,2
CUST530,816.3,816.3,0.0,1,816.3,816.3,816.3,139.5,139.5,0.0,139.5,3000,3000.0,0.0,3000.0,3000,3000,0.2721,0.0,0.2721,0.2721,0.2721,0.0465,0.0,0.0465,1,1,7/12/2023,7/12/2023,1,816.3,139.5,676.8,0.829106946,816.3,3000.0,0.0,0.0,0,0.0,365.0,1,1.0,789,1,816.3,2,1,2,212,816.3,1.033291139,3,1.4,2,0.3054,0.0417,0.2721,0.3783,14906.978,2981.3956,183.3294,0.2,2,0.666666667,0.2,1.4,0.13654224,Diamond,4
CUST531,3981.26,265.4173,382.1073,15,162.75,25.32,1620.0,2292.72,152.848,254.5981,104.93,147900,9860.0,3288.5733,10850.0,1200,12000,0.0514,0.1353,0.012,0.54,0.015,0.0316,0.0897,0.0087,13,2,2/14/2022,3/20/2025,15,3981.26,2292.72,1688.54,0.424122012,306.2507692,11376.92308,2.63229572,0.333526704,1130,86.92307692,4.195402299,2,0.153846154,172,13,3981.26,3,3,3,333,3981.26,299.1698266,21,1.3226,2,0.0735,0.1717,0.012,0.6334,273471.0024,8821.6452,4342.2682,0.4839,22,1.047619048,0.4839,1.3226,2.336054422,Platinum,5
CUST532,1103.4,367.8,260.7544,3,240.0,195.6,667.8,464.16,154.72,53.8921,128.94,18000,6000.0,0.0,6000.0,6000,6000,0.0613,0.0435,0.0326,0.1113,0.04,0.0258,0.009,0.0215,3,1,4/19/2022,5/28/2025,3,1103.4,464.16,639.24,0.579336596,367.8,6000.0,0.709624796,0.0,1135,378.3333333,0.963908451,1,0.333333333,103,3,1103.4,3,2,2,322,1103.4,31.82884615,3,1.25,2,0.0791,0.0502,0.0326,0.1324,24000.0,6000.0,0.0,0.75,4,1.333333333,0.75,1.25,0.634639697,Platinum,5
CUST533,25365.47,650.3967,457.3378,39,512.5,244.88,2331.47,17138.29,439.4433,343.0381,255.12,4117,105.5641,78.6805,100.0,20,402,11.3096,10.4516,2.3999,25.625,2.7502,8.3548,8.29,1.68,27,6,1/13/2022,2/16/2023,39,25365.47,17138.29,8227.18,0.324345656,939.4618519,152.4814815,0.924135248,0.745333878,399,14.77777778,24.6375,6,0.222222222,935,27,25365.47,1,4,4,144,25365.47,731.69625,52,1.2121,2,11.3367,11.1031,2.3999,31.5112,6849.5264,103.7807,77.8944,0.5909,48,0.923076923,0.5909,1.2121,0.979394356,Diamond,4
CUST534,1636.46,545.4867,61.8952,3,511.47,508.06,616.93,943.74,314.58,12.6052,315.0,186,62.0,1.7321,63.0,60,63,8.7929,0.8831,8.1186,9.7925,8.4677,5.0767,0.2501,5.19,3,2,1/31/2022,11/7/2022,3,1636.46,943.74,692.72,0.423303961,545.4866667,62.0,0.100433304,0.027937097,280,93.33333333,3.896797153,2,0.666666667,1036,3,1636.46,1,2,2,122,1636.46,4.734214079,4,1.0,1,9.3838,1.3843,8.1186,11.1563,260.8816,65.2204,6.5942,0.75,3,0.75,0.75,1.0,0.147520194,Diamond,4
CUST535,21563.42,513.4148,499.9457,42,159.0,39.0,1612.8,10053.32,239.3648,216.6439,255.58,106769,2542.119,2258.8403,2160.0,1,5400,176.3908,439.8371,0.03,1612.8,0.2476,89.1782,244.4443,0.1263,7,29,2/3/2022,1/4/2024,42,21563.42,10053.32,11510.1,0.533778965,3080.488571,15252.71429,2.493537645,0.888565917,700,100.0,3.644793153,29,4.142857143,613,7,21563.42,2,2,4,224,21563.42,245.8370358,56,1.2821,2,207.6328,498.0934,0.03,1983.0196,218061.6944,2795.6627,2250.6634,0.5385,59,1.053571429,0.5385,1.2821,2.398914815,Platinum,5
CUST536,83120.33,132.1468,355.3828,629,26.46,0.12,3561.75,45964.04,73.0748,223.2991,12.2,137892,219.2242,1292.7674,25.0,1,12500,16.7332,89.2574,0.0083,1187.25,1.0217,9.4136,49.5733,0.4916,248,345,1/6/2022,8/27/2025,629,83120.33,45964.04,37156.29,0.447018076,335.162621,556.016129,5.334150073,5.897010458,1329,5.358870968,68.06015038,345,1.391129032,12,248,83120.33,5,5,5,555,83120.33,1585680.142,901,1.2083,2,20.7096,113.4478,0.0083,1747.2065,296369.7618,260.4304,1456.4934,0.5527,798,0.885682575,0.5527,1.2083,5.478029513,Gold,3
